Input.Tweet1,Input.Tweet2,Input.Tweet3,Input.Tweet4,Input.Tweet5,Answer.Emotion1,Answer.Emotion2,Answer.Emotion3,Answer.Emotion4,Answer.Emotion5,Answer.Reason1,Answer.Reason2,Answer.Reason3,Answer.Reason4,Answer.Reason5
@Anonymous um dat would be ask nicely not blow... and @Anonymous would be da one MOL silly Mr Breez #Hashtag,!X?? has a consonant system so complex that its very existence suggests there is something wrong with our phonological theories. #Hashtag,"Brian just asked me ""What's a PILF?"" Awww. Bless. He's so sheltered....",Wonder if any trialists have gone to Spain with Dale :-/ need to make some signings!,@Anonymous that has gone so quick! I'm mega excited for u. U'll have to tweet the moment u have him/her so we know! lol,None,None,Love,None,Love|Joy,none fit,none fit,showing affection for brian,none fit,"excited/happy, showing love to somebody"
"@Anonymous umm..I just looked it up & i'm not sure how you use this in a sentence...""You're so avunculus?"" (like my uncle?)",@Anonymous They were so yummy - I would love to try making them myself! Your crispbreads have also been very satisfying this week!,@Anonymous @Anonymous I think it was a violation of trust on his campaign staff part. They don't get the medium,@Anonymous vampire or werewolf? and i love your cover of look after you please follow me!! <3 #Hashtag xx,@Anonymous your photo with Harry is BEAUTIFUL.of both of you (: middle parting really suits you! I don't get jelous easily but WOW.aha ;)x,None,Love|Joy,Anger,Joy,Love|Joy,talks of learning latin I think,Encouragement and enjoyment of food,"""violation of trust""","""i love"" ""<3"" said as a fan",happy for a friend
"@Anonymous umm..I just looked it up & i'm not sure how you use this in a sentence...""You're so avunculus?"" (like my uncle?)",@Anonymous They were so yummy - I would love to try making them myself! Your crispbreads have also been very satisfying this week!,@Anonymous @Anonymous I think it was a violation of trust on his campaign staff part. They don't get the medium,@Anonymous vampire or werewolf? and i love your cover of look after you please follow me!! <3 #Hashtag xx,@Anonymous your photo with Harry is BEAUTIFUL.of both of you (: middle parting really suits you! I don't get jelous easily but WOW.aha ;)x,None,Joy,None,Joy,Joy,Confusion is portrayed.  Unsure of how to use a word.,They were so yummy - I would love to try making them myself! Y,Neutral statement.,"(and excitement) ""i love your cover of look after you please follow me!!""","""your photo with Harry is BEAUTIFUL.of both of you"""
"@Anonymous umm..I just looked it up & i'm not sure how you use this in a sentence...""You're so avunculus?"" (like my uncle?)",@Anonymous They were so yummy - I would love to try making them myself! Your crispbreads have also been very satisfying this week!,@Anonymous @Anonymous I think it was a violation of trust on his campaign staff part. They don't get the medium,@Anonymous vampire or werewolf? and i love your cover of look after you please follow me!! <3 #Hashtag xx,@Anonymous your photo with Harry is BEAUTIFUL.of both of you (: middle parting really suits you! I don't get jelous easily but WOW.aha ;)x,None,Joy,Anger,Love,Love|Joy,Just wanting information,They were so yummy,i think it was a violation of trust,I love your cover,Your photo with Harry is Beautiful
"@Anonymous umm..I just looked it up & i'm not sure how you use this in a sentence...""You're so avunculus?"" (like my uncle?)",@Anonymous They were so yummy - I would love to try making them myself! Your crispbreads have also been very satisfying this week!,@Anonymous @Anonymous I think it was a violation of trust on his campaign staff part. They don't get the medium,@Anonymous vampire or werewolf? and i love your cover of look after you please follow me!! <3 #Hashtag xx,@Anonymous your photo with Harry is BEAUTIFUL.of both of you (: middle parting really suits you! I don't get jelous easily but WOW.aha ;)x,None,Love|Joy,Anger,Love|Joy,Love|Joy,The person does not express an emotion.,loves the bread,feels someone violated trust,heart symbol and saying they love something.,saying how beautiful someone looks
"@Anonymous umm..I just looked it up & i'm not sure how you use this in a sentence...""You're so avunculus?"" (like my uncle?)",@Anonymous They were so yummy - I would love to try making them myself! Your crispbreads have also been very satisfying this week!,@Anonymous @Anonymous I think it was a violation of trust on his campaign staff part. They don't get the medium,@Anonymous vampire or werewolf? and i love your cover of look after you please follow me!! <3 #Hashtag xx,@Anonymous your photo with Harry is BEAUTIFUL.of both of you (: middle parting really suits you! I don't get jelous easily but WOW.aha ;)x,Anger,Love|Joy,Fear|Anger,Love,Surprise|Joy,This twee show angry feelings.,This tweet enjoy food.,This show a little bit of fear and anger.,This tweet show love.,This tweet appreciate with happy feelings.
@Anonymous Both for my insomnia and my overall health. I predict I'll give this up by tomorrow,@Anonymous uwaaa pretty name! ^_^ nice to meet u kaycee. Hehe alot of ppl say that too. But choco is only my nickname >_< real name is cindy,@Anonymous just read your whole story! you're a good writer and I can't wait for the next part :),@Anonymous lol no cheating. one day will set me back 3 days. but I'm still coming out to play :),The slide show went great for spanish class! It was a presentation on Oscar De La Renta.,Anger|Sadness,Joy,Joy,Joy,Joy,Something they are doing is not good for their health.,"Just met someone, tone is teasing ""Hehe""","Likes someone's writing, looking forward to more.","""lol"" "":)""","""went great"""
@Anonymous Both for my insomnia and my overall health. I predict I'll give this up by tomorrow,@Anonymous uwaaa pretty name! ^_^ nice to meet u kaycee. Hehe alot of ppl say that too. But choco is only my nickname >_< real name is cindy,@Anonymous just read your whole story! you're a good writer and I can't wait for the next part :),@Anonymous lol no cheating. one day will set me back 3 days. but I'm still coming out to play :),The slide show went great for spanish class! It was a presentation on Oscar De La Renta.,Fear,Joy,Love|Joy,Joy,Joy,The person is scared of this health,The person is excited and happy about the name,The person loves and feels happy to read,The person is enjoying,The person is happy about the show
@Anonymous Both for my insomnia and my overall health. I predict I'll give this up by tomorrow,@Anonymous uwaaa pretty name! ^_^ nice to meet u kaycee. Hehe alot of ppl say that too. But choco is only my nickname >_< real name is cindy,@Anonymous just read your whole story! you're a good writer and I can't wait for the next part :),@Anonymous lol no cheating. one day will set me back 3 days. but I'm still coming out to play :),The slide show went great for spanish class! It was a presentation on Oscar De La Renta.,Sadness,Joy,Joy,Joy,Joy,poster seems to be suffering,poster seems happy to meet someone,poster seems happy because he read a good story,"poster seems amused, indicated by lol and :)",poster is happy about the slide show being a success
@Anonymous Both for my insomnia and my overall health. I predict I'll give this up by tomorrow,@Anonymous uwaaa pretty name! ^_^ nice to meet u kaycee. Hehe alot of ppl say that too. But choco is only my nickname >_< real name is cindy,@Anonymous just read your whole story! you're a good writer and I can't wait for the next part :),@Anonymous lol no cheating. one day will set me back 3 days. but I'm still coming out to play :),The slide show went great for spanish class! It was a presentation on Oscar De La Renta.,Love,Love,Love,Love,Joy,This tweet is from a hopeful prson,This tweet is from a loving person.,This tweet is for aprreciation,This tweet is from a caring person.,This show appreciation
@Anonymous Both for my insomnia and my overall health. I predict I'll give this up by tomorrow,@Anonymous uwaaa pretty name! ^_^ nice to meet u kaycee. Hehe alot of ppl say that too. But choco is only my nickname >_< real name is cindy,@Anonymous just read your whole story! you're a good writer and I can't wait for the next part :),@Anonymous lol no cheating. one day will set me back 3 days. but I'm still coming out to play :),The slide show went great for spanish class! It was a presentation on Oscar De La Renta.,Sadness,Love|Joy,Love|Joy,Joy,Joy,sad at their bad health,"sounds happy, paying compliments to somebody speaking with love","happy about the good story, showing love",smiley face about coming out to play,happy at how the spanish class went
@Anonymous thanku so much for reply it makes my day when i get a reply from my idol:)no ask no get works big time,"@Anonymous: #Hashtag documentary on #Hashtag incredibly moving, and awe-inspiring. That's good to know - I'll have to download it.",@Anonymous out your twitter and saw that you're a band ! So I listened to your songs and omg,Correct me if I'm wrong @Anonymous but Vladimir Guerrero has never been to the World Series in 15 great years,"@Anonymous What the hell are you doing up.Turn off the computer and go to bed or you'll get carpal tunnel.Go fall asleep to ""My Sacrifice"".",Joy,Surprise|Joy,Surprise|Joy,None,Anger|None,The person is glad and happy at the response given.,The tweet expresses joy and surprise at its speed and eagerness to download it.,The surprise feeling at discovering they are a band and the songs are also really good to listen.,The emotion is that of disagreement with the incorrect statement.,The emotion is that of anger and concern over the health issues of staying late and working on computer.
@Anonymous thanku so much for reply it makes my day when i get a reply from my idol:)no ask no get works big time,"@Anonymous: #Hashtag documentary on #Hashtag incredibly moving, and awe-inspiring. That's good to know - I'll have to download it.",@Anonymous out your twitter and saw that you're a band ! So I listened to your songs and omg,Correct me if I'm wrong @Anonymous but Vladimir Guerrero has never been to the World Series in 15 great years,"@Anonymous What the hell are you doing up.Turn off the computer and go to bed or you'll get carpal tunnel.Go fall asleep to ""My Sacrifice"".",Joy,Joy,Surprise,Anger,Anger,this person seems pleased,this person is quite happy about something,this person is pleasantly surprised,this person seems slightly mad,this person seems mad
@Anonymous thanku so much for reply it makes my day when i get a reply from my idol:)no ask no get works big time,"@Anonymous: #Hashtag documentary on #Hashtag incredibly moving, and awe-inspiring. That's good to know - I'll have to download it.",@Anonymous out your twitter and saw that you're a band ! So I listened to your songs and omg,Correct me if I'm wrong @Anonymous but Vladimir Guerrero has never been to the World Series in 15 great years,"@Anonymous What the hell are you doing up.Turn off the computer and go to bed or you'll get carpal tunnel.Go fall asleep to ""My Sacrifice"".",Joy,Joy,Surprise|Joy,Surprise|Joy,Love|Surprise|Joy,"""makes my day""","""moving, awe-inspiring""","Like the music, expresses surprise","Talking about sports, mentions great years","Talking to friend, telling them to go to bed."
@Anonymous thanku so much for reply it makes my day when i get a reply from my idol:)no ask no get works big time,"@Anonymous: #Hashtag documentary on #Hashtag incredibly moving, and awe-inspiring. That's good to know - I'll have to download it.",@Anonymous out your twitter and saw that you're a band ! So I listened to your songs and omg,Correct me if I'm wrong @Anonymous but Vladimir Guerrero has never been to the World Series in 15 great years,"@Anonymous What the hell are you doing up.Turn off the computer and go to bed or you'll get carpal tunnel.Go fall asleep to ""My Sacrifice"".",Joy,Joy,Joy,None,Anger,"happy that they got to talk to their idol, smiley face.",talking about something being awe-inspiring.,likes this band.,The person does not express an emotion.,mad that someone is still awake.
@Anonymous thanku so much for reply it makes my day when i get a reply from my idol:)no ask no get works big time,"@Anonymous: #Hashtag documentary on #Hashtag incredibly moving, and awe-inspiring. That's good to know - I'll have to download it.",@Anonymous out your twitter and saw that you're a band ! So I listened to your songs and omg,Correct me if I'm wrong @Anonymous but Vladimir Guerrero has never been to the World Series in 15 great years,"@Anonymous What the hell are you doing up.Turn off the computer and go to bed or you'll get carpal tunnel.Go fall asleep to ""My Sacrifice"".",Love,Love|Joy,Surprise,Love,Anger,This tweet is with thanks.,This twee is from a happy perrson,This tweet shows surprise.,This tweet asks whether he has wrong thinking.,This tweet is with angry words
@Anonymous omg i didn't think you'd actually reply :O.. come back to Sydney soon.,I want to smack my head on a tree and suddenly know how to speak Korean.,@Anonymous do you know if they plan to book you for the charlotte/richmond ROH loop?,@Anonymous IMMEDIATLY after @Anonymous & i were cool THAT NIGHT u & ur lil minion were all over twitter talking shit abt me being,@Anonymous ... And that this is totally compatible with writing v successful mainstream titles.,Surprise,Anger,None,Anger,None,tweet used symbols such as :O indicating surprise as well as the phrase omg.,The phrase 'smack my head on a tree' indicate anger/frustration.,a simple inquiry without emotion.,confrontational language featuring words in all caps and use of profanity are present.,a simple statement without emotion.
@Anonymous omg i didn't think you'd actually reply :O.. come back to Sydney soon.,I want to smack my head on a tree and suddenly know how to speak Korean.,@Anonymous do you know if they plan to book you for the charlotte/richmond ROH loop?,@Anonymous IMMEDIATLY after @Anonymous & i were cool THAT NIGHT u & ur lil minion were all over twitter talking shit abt me being,@Anonymous ... And that this is totally compatible with writing v successful mainstream titles.,Surprise,Anger,None,Anger,None,surprise that a person replied.,wanting to smack head on tree.,the person does not express an emotion,in an argument with someone.,the person does not express an emotion
@Anonymous omg i didn't think you'd actually reply :O.. come back to Sydney soon.,I want to smack my head on a tree and suddenly know how to speak Korean.,@Anonymous do you know if they plan to book you for the charlotte/richmond ROH loop?,@Anonymous IMMEDIATLY after @Anonymous & i were cool THAT NIGHT u & ur lil minion were all over twitter talking shit abt me being,@Anonymous ... And that this is totally compatible with writing v successful mainstream titles.,Surprise,Joy,None,Anger,Joy,this writer seems surprised,this person is being funny,this is a simple question,this person is angry,this writer seems content
@Anonymous omg i didn't think you'd actually reply :O.. come back to Sydney soon.,I want to smack my head on a tree and suddenly know how to speak Korean.,@Anonymous do you know if they plan to book you for the charlotte/richmond ROH loop?,@Anonymous IMMEDIATLY after @Anonymous & i were cool THAT NIGHT u & ur lil minion were all over twitter talking shit abt me being,@Anonymous ... And that this is totally compatible with writing v successful mainstream titles.,Surprise,Anger,Love|Surprise,Anger,Surprise,This tweet show surprise feelings.,This tweet show angry feelings,This tweet is with surprise and love,This tweet show anger,This tweet is with surprise feelings
@Anonymous omg i didn't think you'd actually reply :O.. come back to Sydney soon.,I want to smack my head on a tree and suddenly know how to speak Korean.,@Anonymous do you know if they plan to book you for the charlotte/richmond ROH loop?,@Anonymous IMMEDIATLY after @Anonymous & i were cool THAT NIGHT u & ur lil minion were all over twitter talking shit abt me being,@Anonymous ... And that this is totally compatible with writing v successful mainstream titles.,Surprise|Joy,Anger|Sadness,None,Anger,Joy,"""omg"" "":O"" Got a response from someone they are a fan of.",Expresses strong desire for ability to communicate,Inquiry,"Caps lock, ""talking shit"" ""ur lil minion""","Slight joy only, non- personal ""totally compatible"""
@Anonymous Mine are all gone again too. I'm not following anyone and no one's following me.,@Anonymous was hoping for some more browsers. Oh well no reason i can not create them.,@Anonymous We've been keeping an eye on that one alright but satisfied that some comments are being challenged by other readers on there.,@Anonymous @Anonymous Being able to get the gist via a few key words in real time is good enough to be amazing,wassup @Anonymous... girl everything is kosher on my end lol did you decide your summer gig??,None,Sadness,Anger,Joy,None,Just showing information,Was hoping for some more browsers,Been keeping an eye on that one alright,is good enough to be amazing,Just asking if friend got job
@Anonymous Mine are all gone again too. I'm not following anyone and no one's following me.,@Anonymous was hoping for some more browsers. Oh well no reason i can not create them.,@Anonymous We've been keeping an eye on that one alright but satisfied that some comments are being challenged by other readers on there.,@Anonymous @Anonymous Being able to get the gist via a few key words in real time is good enough to be amazing,wassup @Anonymous... girl everything is kosher on my end lol did you decide your summer gig??,Sadness,None,None,Joy,Joy,This is an expression (I believe) of sadness about a lack of twitter followers/friends.,Statement of fact; perhaps inital regret at the lack of browsers but overall emotionless.,"Statement of fact; sounds like a business is ""satisfied"" by customer comments, but certainly not joy.","I get the sense that this is a happy message, by the word ""amazing"".",This is a happy meaningless conversation; the LOL seems to indicate joy.
@Anonymous Mine are all gone again too. I'm not following anyone and no one's following me.,@Anonymous was hoping for some more browsers. Oh well no reason i can not create them.,@Anonymous We've been keeping an eye on that one alright but satisfied that some comments are being challenged by other readers on there.,@Anonymous @Anonymous Being able to get the gist via a few key words in real time is good enough to be amazing,wassup @Anonymous... girl everything is kosher on my end lol did you decide your summer gig??,None,None,Anger|Joy,Joy,Joy|None,"It sounds as if they were hacked or somehow lost all their followers, but they don't reveal their emotions on the situation","They clearly were anticipating something that did not occur, but they don't seem to be bothered by it.","They seem to have a negative issue with someone/something, but are happy with the way things are going at the moment",They are very happy regarding the ease of the project they are discussing.,"I can't tell if the person was saying ""everything is kosher"" because she is happy that things worked out, or if she is responding to someone asking about a problem. In that case, there is no emotion shown."
@Anonymous Mine are all gone again too. I'm not following anyone and no one's following me.,@Anonymous was hoping for some more browsers. Oh well no reason i can not create them.,@Anonymous We've been keeping an eye on that one alright but satisfied that some comments are being challenged by other readers on there.,@Anonymous @Anonymous Being able to get the gist via a few key words in real time is good enough to be amazing,wassup @Anonymous... girl everything is kosher on my end lol did you decide your summer gig??,Sadness,Joy,Fear,Surprise,Love,This twee express sadness about not having followers.,This tweet is from a hopeful person.,This tweet is with little fear.,This tweet is with surprise.,This tweet is with love.
@Anonymous Mine are all gone again too. I'm not following anyone and no one's following me.,@Anonymous was hoping for some more browsers. Oh well no reason i can not create them.,@Anonymous We've been keeping an eye on that one alright but satisfied that some comments are being challenged by other readers on there.,@Anonymous @Anonymous Being able to get the gist via a few key words in real time is good enough to be amazing,wassup @Anonymous... girl everything is kosher on my end lol did you decide your summer gig??,Sadness,Sadness,Surprise|Joy,Surprise|Joy,Surprise|Joy,"gone, not following",was hoping,satisfied,amazing,everything is kosher
"@Anonymous easy way2smash say a random ""Hope your day is good"" or ""Was thinking of u"" works EVERYtime",@Anonymous Thankfully not seeing any now. Glad I took mini twitter break. All happy timeline now :-),@Anonymous Damn I was actually gonna watch tonight. What are you plans foe valentines day?,@Anonymous I use to get really thristy when I nursed. I could drink a gallon or more a day.,Waiting for @Anonymous drive careful in the snow though! Can u believe it's snowed again ?! I hope I can go home to wales Sunday :-|,Love|Joy,Sadness|Joy,Sadness,None,Love|Surprise,positive advice regarding showing love,happy Thankfully Glad,Damn,states facts,?!drive careful
"@Anonymous easy way2smash say a random ""Hope your day is good"" or ""Was thinking of u"" works EVERYtime",@Anonymous Thankfully not seeing any now. Glad I took mini twitter break. All happy timeline now :-),@Anonymous Damn I was actually gonna watch tonight. What are you plans foe valentines day?,@Anonymous I use to get really thristy when I nursed. I could drink a gallon or more a day.,Waiting for @Anonymous drive careful in the snow though! Can u believe it's snowed again ?! I hope I can go home to wales Sunday :-|,None,Joy,Love|Sadness|Joy,None,Love,Seems like giving advice and is indifferent to the person they are giving it to.,Seems refreshed and thankful...happy.,Sounds disappointed by something not being on tv or something. But seems to be very friendly with person they are talking to.,Another indifferent advice tweet.,Caring about a friend's driving in bad weather.
"@Anonymous easy way2smash say a random ""Hope your day is good"" or ""Was thinking of u"" works EVERYtime",@Anonymous Thankfully not seeing any now. Glad I took mini twitter break. All happy timeline now :-),@Anonymous Damn I was actually gonna watch tonight. What are you plans foe valentines day?,@Anonymous I use to get really thristy when I nursed. I could drink a gallon or more a day.,Waiting for @Anonymous drive careful in the snow though! Can u believe it's snowed again ?! I hope I can go home to wales Sunday :-|,None,Joy,Sadness,None,None,no real emotion,happy about their break from twitter,"""damn"" implies disappointment.",no emotion,none fit
"@Anonymous easy way2smash say a random ""Hope your day is good"" or ""Was thinking of u"" works EVERYtime",@Anonymous Thankfully not seeing any now. Glad I took mini twitter break. All happy timeline now :-),@Anonymous Damn I was actually gonna watch tonight. What are you plans foe valentines day?,@Anonymous I use to get really thristy when I nursed. I could drink a gallon or more a day.,Waiting for @Anonymous drive careful in the snow though! Can u believe it's snowed again ?! I hope I can go home to wales Sunday :-|,Anger,Love|Joy,Love|Anger,Joy,Love,This tweet is with a little bit of anger,This tweet is from a happy person.,This tweet asks question to be answered with anger.,This tweet is from thirsty nurse with fun,This tweet is from a caring and loving person
"@Anonymous easy way2smash say a random ""Hope your day is good"" or ""Was thinking of u"" works EVERYtime",@Anonymous Thankfully not seeing any now. Glad I took mini twitter break. All happy timeline now :-),@Anonymous Damn I was actually gonna watch tonight. What are you plans foe valentines day?,@Anonymous I use to get really thristy when I nursed. I could drink a gallon or more a day.,Waiting for @Anonymous drive careful in the snow though! Can u believe it's snowed again ?! I hope I can go home to wales Sunday :-|,None,Joy,Surprise,Surprise,Fear,There is  a good wish and a thinking of u is an expression that doesn't indicate any of the above feelings.,The person is happy that he took to twitting.,Inquiring about the plan for Valentines.,Surprised at being able to drink so much water.,Advising to be careful in driving.It is out of fear only.
Having to set the alarm to 03:00 to get up in time to catch the flight to PDX. Uncivilised.,A hearty apology to TMB fans for lack of interview. There was a lot to cram in this week but I didn't edit the show so #Hashtag,I think this has been one of the longest days of my life :/ we are so tired. Ready to start the first day of camp tomorrow. Goodnight!,Going out on a limb and willing to bet Twitter is buying or will buy Photobucket!,@Anonymous omo :( yes me too . i won't go to any #Hashtag T_T gonna wait next year maybe hiks. don't worry you can watch them somedays :),Sadness,Sadness,Sadness,None,None,sad they have to get up at 3am,sorry to the fans,sad about the tiring day,no emotion shown,no emotion shown
Having to set the alarm to 03:00 to get up in time to catch the flight to PDX. Uncivilised.,A hearty apology to TMB fans for lack of interview. There was a lot to cram in this week but I didn't edit the show so #Hashtag,I think this has been one of the longest days of my life :/ we are so tired. Ready to start the first day of camp tomorrow. Goodnight!,Going out on a limb and willing to bet Twitter is buying or will buy Photobucket!,@Anonymous omo :( yes me too . i won't go to any #Hashtag T_T gonna wait next year maybe hiks. don't worry you can watch them somedays :),Anger|Sadness,Sadness,Sadness|Joy,None,Sadness,"Has to get up very early ""Uncivilised""","Didn't get something done ""hearty apology to""","Long hard day, good payoff",Contemplating something with little personal affect,Missed something
Having to set the alarm to 03:00 to get up in time to catch the flight to PDX. Uncivilised.,A hearty apology to TMB fans for lack of interview. There was a lot to cram in this week but I didn't edit the show so #Hashtag,I think this has been one of the longest days of my life :/ we are so tired. Ready to start the first day of camp tomorrow. Goodnight!,Going out on a limb and willing to bet Twitter is buying or will buy Photobucket!,@Anonymous omo :( yes me too . i won't go to any #Hashtag T_T gonna wait next year maybe hiks. don't worry you can watch them somedays :),Anger,Sadness,Sadness,None,Love,The person wants to sleep,A hearty apology,"the longest days of my life ,tired.",The person seems passionate about what they think.,don't worry
Having to set the alarm to 03:00 to get up in time to catch the flight to PDX. Uncivilised.,A hearty apology to TMB fans for lack of interview. There was a lot to cram in this week but I didn't edit the show so #Hashtag,I think this has been one of the longest days of my life :/ we are so tired. Ready to start the first day of camp tomorrow. Goodnight!,Going out on a limb and willing to bet Twitter is buying or will buy Photobucket!,@Anonymous omo :( yes me too . i won't go to any #Hashtag T_T gonna wait next year maybe hiks. don't worry you can watch them somedays :),Anger,Sadness,Sadness,Surprise,Joy,this person is frustrated at having to get up early,this person is apologizing,this writer seems somewhat sad,this person seems slightly surprised,this writer seems happy
Having to set the alarm to 03:00 to get up in time to catch the flight to PDX. Uncivilised.,A hearty apology to TMB fans for lack of interview. There was a lot to cram in this week but I didn't edit the show so #Hashtag,I think this has been one of the longest days of my life :/ we are so tired. Ready to start the first day of camp tomorrow. Goodnight!,Going out on a limb and willing to bet Twitter is buying or will buy Photobucket!,@Anonymous omo :( yes me too . i won't go to any #Hashtag T_T gonna wait next year maybe hiks. don't worry you can watch them somedays :),Anger,Sadness,Sadness,Fear,Anger,This tweet is from an angry person.,This tweet apologize.,This tweet is from a tired person.,This tweet is about bet,This tweet show some sort of sadness.
@Anonymous Well done you! I didn't realise that. In which case yes you are the ultimate pro!,@Anonymous I am really trying to assume it is my fault. But I now have this down to the point where it just can't be,i cant really tell you what i'm hearing re why jordan and peter split but i have a feeling most of you can figure it out!,@Anonymous ok. I will talk to them and see when they go on sale. I work tomorrow so I will let you know by tomorrow night.,@Anonymous same way in my office today! People are freaking out about the great Ohio heat wave of 2011. #Hashtag.,Sadness|Joy,Anger|Sadness,Joy,None,Anger,"""Well done"" ""didn't realise"" ""ultimate pro! """,Down about someone's actions,Simple talk of entertainment,Response to a question,"""People are freaking"""
@Anonymous Well done you! I didn't realise that. In which case yes you are the ultimate pro!,@Anonymous I am really trying to assume it is my fault. But I now have this down to the point where it just can't be,i cant really tell you what i'm hearing re why jordan and peter split but i have a feeling most of you can figure it out!,@Anonymous ok. I will talk to them and see when they go on sale. I work tomorrow so I will let you know by tomorrow night.,@Anonymous same way in my office today! People are freaking out about the great Ohio heat wave of 2011. #Hashtag.,Joy,Sadness,Joy,None,Surprise,Well done you!,I am really trying to assume it is my fault. But I now have this down to the point where it just can't be,talking about a sad thing but the exclamation at the end makes them seem happy about it,just providing information about finding out about a sale,people are freaking out
@Anonymous Well done you! I didn't realise that. In which case yes you are the ultimate pro!,@Anonymous I am really trying to assume it is my fault. But I now have this down to the point where it just can't be,i cant really tell you what i'm hearing re why jordan and peter split but i have a feeling most of you can figure it out!,@Anonymous ok. I will talk to them and see when they go on sale. I work tomorrow so I will let you know by tomorrow night.,@Anonymous same way in my office today! People are freaking out about the great Ohio heat wave of 2011. #Hashtag.,Surprise|Joy,None,Surprise|None,None,Surprise,They seem happy and they told someone well done and that they were surprised by something.,They seem sarcastic and irritated but not really mad.,Saying that someone broke up but that it is not really a surprise.,Just a statement about a upcoming sale.,Seem surprised about the way people are acting about the heat.
@Anonymous Well done you! I didn't realise that. In which case yes you are the ultimate pro!,@Anonymous I am really trying to assume it is my fault. But I now have this down to the point where it just can't be,i cant really tell you what i'm hearing re why jordan and peter split but i have a feeling most of you can figure it out!,@Anonymous ok. I will talk to them and see when they go on sale. I work tomorrow so I will let you know by tomorrow night.,@Anonymous same way in my office today! People are freaking out about the great Ohio heat wave of 2011. #Hashtag.,Love,Sadness,Sadness,Love,Fear,This tweet congrats someone.,This tweet admits fault and show sad feelings.,This tweet show sadness of someone being split from their partner.,This tweet is from a caring person.,This show fear about heat wave of 2011.
@Anonymous Well done you! I didn't realise that. In which case yes you are the ultimate pro!,@Anonymous I am really trying to assume it is my fault. But I now have this down to the point where it just can't be,i cant really tell you what i'm hearing re why jordan and peter split but i have a feeling most of you can figure it out!,@Anonymous ok. I will talk to them and see when they go on sale. I work tomorrow so I will let you know by tomorrow night.,@Anonymous same way in my office today! People are freaking out about the great Ohio heat wave of 2011. #Hashtag.,Love|Surprise,Anger,None,None,None,"surprised to realize something, also showing love",seems angry that something has happened that isnt their fault,the emotion is unclear,no emotion shown,no emotion shown
@Anonymous yeah it is ;) rememeber to meet me at tk maxx babe or ill be stood there on my own like a right twat! :L <3 xx,@Anonymous good luck! not that you'll need it cos you know you'll be fabulous :) xx,@Anonymous discussion from meetings is feeding into what will be topics next weekend and we all know a little more how this all work :),@Anonymous Wait for the abuse that will surely follow ;-). A clever move by City finding a role for ex-B'burn boss Williams hey Gab'?,@Anonymous can I get a tweet before you hit your tweet limit! Please! #Hashtag .. Love it! <3 you!,Joy,Joy,Joy,Joy,Joy,this writer seems to be having fun,this author seems happy,this writer seems content,this writer seems to be happy,this person really likes someone else
@Anonymous yeah it is ;) rememeber to meet me at tk maxx babe or ill be stood there on my own like a right twat! :L <3 xx,@Anonymous good luck! not that you'll need it cos you know you'll be fabulous :) xx,@Anonymous discussion from meetings is feeding into what will be topics next weekend and we all know a little more how this all work :),@Anonymous Wait for the abuse that will surely follow ;-). A clever move by City finding a role for ex-B'burn boss Williams hey Gab'?,@Anonymous can I get a tweet before you hit your tweet limit! Please! #Hashtag .. Love it! <3 you!,Love,Love|Joy,None,Anger,Love,This tweet is from a person who is in love.,This tweet shows care for the person.,This is informative.,This tweet shows anger,This is form a loving person.
@Anonymous yeah it is ;) rememeber to meet me at tk maxx babe or ill be stood there on my own like a right twat! :L <3 xx,@Anonymous good luck! not that you'll need it cos you know you'll be fabulous :) xx,@Anonymous discussion from meetings is feeding into what will be topics next weekend and we all know a little more how this all work :),@Anonymous Wait for the abuse that will surely follow ;-). A clever move by City finding a role for ex-B'burn boss Williams hey Gab'?,@Anonymous can I get a tweet before you hit your tweet limit! Please! #Hashtag .. Love it! <3 you!,Love|Joy,Love|Joy,Joy,Anger|Surprise|Joy,Love|Joy,Anticipating a meeting with a loved one.,"""good luck!"" ""you'll be fabulous :)""",""":)"" ""all know a little more""","""abuse"" "";-)"" ""clever move""","""Love it! <3 you!"""
@Anonymous yeah it is ;) rememeber to meet me at tk maxx babe or ill be stood there on my own like a right twat! :L <3 xx,@Anonymous good luck! not that you'll need it cos you know you'll be fabulous :) xx,@Anonymous discussion from meetings is feeding into what will be topics next weekend and we all know a little more how this all work :),@Anonymous Wait for the abuse that will surely follow ;-). A clever move by City finding a role for ex-B'burn boss Williams hey Gab'?,@Anonymous can I get a tweet before you hit your tweet limit! Please! #Hashtag .. Love it! <3 you!,Joy,Love|Joy,Surprise|Joy,Love|Joy,Love|Joy,It just confirms something happily,He bids good luck happily,Some discussion went well and they knew about the thing to be happened from discussion,he says something confident,he request with love
@Anonymous yeah it is ;) rememeber to meet me at tk maxx babe or ill be stood there on my own like a right twat! :L <3 xx,@Anonymous good luck! not that you'll need it cos you know you'll be fabulous :) xx,@Anonymous discussion from meetings is feeding into what will be topics next weekend and we all know a little more how this all work :),@Anonymous Wait for the abuse that will surely follow ;-). A clever move by City finding a role for ex-B'burn boss Williams hey Gab'?,@Anonymous can I get a tweet before you hit your tweet limit! Please! #Hashtag .. Love it! <3 you!,Love,Love,Joy,Joy,Love,"love hearts, kisses","wishing somebody luck, calling them fabulous, showing love",smiley face suggests happiness,"smiley face suggests happy, also pleased by the city move",<3 you!
